;collectivite_id;instance_gouvernance;Migration
18708;5028;"Comité de pilotage technique incluant la ComCom, des représentants d’usagers (producteurs, restaurateurs), SIVOS, associations locales.

Conseil communautaire pour validation des orientations budgétaires et stratégiques.";Texte
33593;5028;"- Région Bourgogne-Franche-Comté (autorité organisatrice principale).

- Communauté de communes du Clunisois (co-pilotage, relais local).

- Communes desservies et collectivités voisines.

- Comité des partenaires mobilité pour concertation et suivi.";Texte
8428;5028;"Communauté de communes du Clunisois (coordination et animation).

Communes (appui logistique et communication locale).

Associations locales et habitants (portage d’initiatives citoyennes).

Comité des partenaires mobilité (concertation et suivi).";Texte
26815;5028;"Communauté de communes du Clunisois : pilotage et coordination.

CRPF Bourgogne-Franche-Comté : expertise technique et animation.

ONF : gestion des parcelles communales et appui à la sensibilisation.

Propriétaires forestiers et coopératives : mise à disposition de parcelles et retours d’expérience.

CNPF : accompagnement méthodologique et diffusion d’outils.";Texte
12183;5028;"Communauté de communes du Clunisois : pilotage et financement.

Chambre d’Agriculture de Saône-et-Loire : co-animation technique.

CUMA de l’Abbaye et autres collectifs agricoles : relais et mobilisation des participants.

Associations agricoles (BioBFC, Confédération paysanne, ADEAR, etc.) : appui thématique.

Partenaires institutionnels (DDT, Agence de l’eau, ADEME) : expertise réglementaire et technique.";Texte
33602;5028;"Direction générale des services (DGS) : valide le profil de poste, suit la feuille de route du chef de projet.

Comité de pilotage Économie Circulaire : le chef de projet assure le secrétariat technique, la préparation et l’animation.

Groupes de travail thématiques : il en assure l’animation et le suivi.

Conseil communautaire / bureau : il peut être amené à présenter des points techniques, à produire des supports d’aide à la décision.

Partenaires extérieurs : rôle d’interlocuteur privilégié avec l’ADEME, la Région, les chambres consulaires, les collectifs citoyens, etc.";Texte
21106;5028;"Communauté de communes du Clunisois : pilotage.

Chambre d’Agriculture 71 : appui technique et économique.

Associations agricoles (BioBFC, ADEAR, Confédération paysanne, FDSEA).

Agriculteurs volontaires : témoignages et retours d’expérience.";Texte
33604;5028;"Conseil communautaire : vote la création et l’abondement de la ligne budgétaire.

Commission Finances et Commission Transition écologique : instruisent les priorités d’engagements.

Comité de pilotage Économie Circulaire : propose les arbitrages et suit l’utilisation du budget.

Équipe projet et services techniques : responsables de la mise en œuvre opérationnelle et du suivi financier des actions budgétées.";Texte
33603;5028;"DGS / directions de service : mobilisent les agents concernés et intègrent leurs missions Économie Circulaire dans leur fiche de poste si pertinent.

Comité de pilotage Économie Circulaire : l’équipe technique élargie est associée régulièrement à ses réunions (ou consultée en amont sur les sujets).

Réunions de coordination interservices : permettent d’assurer une dynamique continue de transversalité.

Groupes de travail thématiques : l’équipe technique constitue la base de mobilisation pour ces groupes (ex : groupe « gestion circulaire de la voirie »).";Texte
8945;5028;"Communauté de communes du Clunisois (pilotage, coordination).

Maison France Services (relais de proximité).

Communes (mise en place locale des ateliers).

Associations et réseau social et solidaire (accompagnement de publics fragiles).

Comité des partenaires mobilité (concertation et suivi).";Texte
19152;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Organismes de l’emploi agricole (ANEFA, service de remplacement, Mission locale, Pôle emploi).

Établissements scolaires et de formation (MFR, lycées agricoles, collèges/lycées généraux).

Chambre d’Agriculture : relais et accompagnement technique.

Agriculteurs et salariés agricoles : témoignages et retours d’expérience.";Texte
20969;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Chambre d’Agriculture de Saône-et-Loire : appui technique et mobilisation de nouveaux installés.

Associations agricoles (ADEAR, BioBFC, Confédération paysanne, FDSEA) : relais et accompagnement.

Agriculteurs installés ou cédants : accueil et témoignages.

Établissements de formation (MFR, lycées agricoles) : participation possible avec les jeunes en formation.";Texte
33592;5028;"- Région Bourgogne-Franche-Comté (autorité organisatrice principale).

- Communauté de communes du Clunisois (co-pilotage, relais local).

- Communes desservies et collectivités voisines.

- Comité des partenaires mobilité pour concertation et suivi.";Texte
33674;5028;"Communauté de communes du Clunisois (pilotage, financement).

Communes desservies (appui à la concertation et à la communication locale).

Entreprises concernées (partenaires et bénéficiaires des dessertes).

Région Bourgogne-Franche-Comté (coordination avec le réseau Mobigo).

Comité des partenaires mobilité (concertation et suivi).";Texte
24094;5028;"Communauté de communes du Clunisois : pilotage.

Chambre d’Agriculture 71 : appui technique et mise à disposition de ressources.

Associations agricoles (ADEAR, BioBFC, Confédération paysanne, FDSEA) : relais auprès de leurs adhérents.

Agriculteurs volontaires : animation des cafés des installations et partage de pratiques.";Texte
8001;5028;"Communauté de communes du Clunisois (pilotage et coordination).

Communes (diffusion locale, relais auprès des habitants).

Associations locales (promotion et relais).

Région Bourgogne-Franche-Comté (appui communication institutionnelle).

Médias locaux (presse, radio).

Comité des partenaires mobilité (concertation et suivi).";Texte
10204;5028;"Communauté de communes du Clunisois (pilotage, coordination, animation du comité).

Région Bourgogne-Franche-Comté (partenaire institutionnel).

Intercommunalités voisines (coopération interterritoriale).

Associations locales, employeurs, citoyens (membres du comité).";Texte
24269;5028;"Porteur de projet : Communauté de Communes du Clunisois.

Comité de pilotage local : représentants de la CCC, partenaires industriels (Bois Blanc Service, Le Dahut, Oxxo, Menuiserie Jomain), forestiers (ONF, coopératives), partenaires R&D.

Suivi opérationnel : coordination assurée par un chargé de développement économique.";Texte
14399;5028;"Communauté de communes du Clunisois : pilotage et coordination.

Communes : appui logistique et mobilisation des habitants.

Agriculteurs volontaires : accueil et témoignages.

Office de tourisme : communication et valorisation.

Associations locales (culture, circuits courts, éducation populaire) : relais et co-organisation.

Presse locale : diffusion et visibilité.";Texte
6414;5028;"Communauté de communes du Clunisois (pilotage, financement, suivi).

Communes (accueil des équipements).

Association La Vie Cyclette en Clunisois (partenaire pour ateliers et sensibilisation).

Prestataires spécialisés (gestion du service, entretien des vélos).

Comité des partenaires mobilité (concertation et suivi).";Texte
13709;5028;"Communauté de communes du Clunisois : pilotage et diffusion.

Chambre d’Agriculture 71 : appui technique et relais d’information.

Partenaires agricoles (BioBFC, ADEAR, FDSEA, Confédération paysanne, SAFER, DDT, etc.) : contribution au recensement.

Associations locales (InCluniso, collectifs citoyens) : relais auprès des agriculteurs et habitants.";Texte
6558;5028;"Communauté de communes du Clunisois (pilotage et coordination).

Communes et écoles (mise en œuvre locale).

Police municipale de Cluny (partenaire éducatif).

Association La Vie Cyclette en Clunisois & FUB (animation vélo-école).

Acteurs du réseau social et solidaire (relai et inclusion des publics fragiles).

Comité des partenaires mobilité (concertation et suivi).";Texte
11279;5028;"Communauté de communes du Clunisois (pilotage et coordination).

Communes (accueil des infrastructures, relais auprès des habitants).

Associations et acteurs économiques (utilisation et cofinancement).

ADEME (soutien technique et financier, Xtreme Défi).

Habitants/usagers (tests et retours d’expérience).";Texte
33675;5028;"Communauté de communes du Clunisois (pilotage, financement).

Communes desservies (appui à la concertation et à la communication locale).

Entreprises concernées (partenaires et bénéficiaires des dessertes).

Région Bourgogne-Franche-Comté (coordination avec le réseau Mobigo).

Comité des partenaires mobilité (concertation et suivi).";Texte
12830;5028;"Communauté de communes du Clunisois : coordination.

Chambre d’Agriculture 71 : appui technique.

CUMA de l’Abbaye et autres CUMA locales : accueil et présentation.

Ferm’Inov : partenaire clé pour l’innovation agricole.

Agriculteurs hôtes : accueil sur leurs exploitations pour témoignages.

Associations et partenaires techniques (BioBFC, ADEAR, DDT, etc.) : expertise.";Texte
7093;5028;"Communauté de communes du Clunisois (pilotage et coordination).

Communes (portage local des projets de commerce et de services).

Acteurs économiques (entreprises locales, commerçants).

Associations et collectifs citoyens (porteurs de tiers-lieux et initiatives solidaires).

Comité des partenaires mobilité (concertation et suivi).";Texte
6702;5028;"Communauté de communes du Clunisois (accompagnement technique et coordination).

Communes (maîtres d’ouvrage pour les travaux).

Département de Saône-et-Loire (si aménagement sur routes départementales).

CAUE et Cerema (expertise technique).

Comité des partenaires mobilité (concertation et suivi).";Texte
9642;5028;"Communauté de communes du Clunisois (pilotage et accompagnement des employeurs).

Entreprises et administrations du territoire (mise en œuvre et désignation d’un référent mobilité).

Intercommunalités voisines (si présence de gros employeurs interdépartementaux).

Comité des partenaires mobilité (concertation et suivi).";Texte
25037;5122;CPEC;Tag
23236;5122;CPEC;Tag
30523;5122;CPEC;Tag
16841;5122;CPEC;Tag
23468;5122;CPEC;Tag
102;5122;CPEC;Tag
16846;5122;CPEC;Tag
114;5122;CPEC;Tag
30738;5122;CPEC;Tag
30739;5122;CPEC;Tag
22529;5122;CPEC;Tag
25148;5122;CPEC;Tag
23904;5122;CPEC;Tag
23660;5122;CPEC;Tag
24415;5122;CPEC;Tag
1942;5122;CPEC;Tag
31582;5122;CPEC;Tag
24268;5122;CPEC;Tag
31539;5122;CPEC;Tag
24265;5122;CPEC;Tag
31212;5122;CPEC;Tag
24603;5122;CPEC;Tag
24090;5122;CPEC;Tag
24799;5122;CPEC;Tag
24800;5122;CPEC;Tag
31096;5122;CPEC;Tag
31095;5122;CPEC;Tag
22660;5122;CPEC;Tag
22884;5122;CPEC;Tag
30521;5122;CPEC;Tag
30930;5122;CPEC;Tag
22885;5122;CPEC;Tag
23661;5122;CPEC;Tag
23084;5122;CPEC;Tag
20120;5122;CPEC;Tag
18651;5122;CPEC;Tag
22526;5122;CPEC;Tag
20971;5122;CPEC;Tag
25836;5122;CPEC;Tag
26664;5122;CPEC;Tag
27086;5122;CPEC;Tag
26135;5122;CPEC;Tag
27085;5122;CPEC;Tag
20978;5122;CPEC;Tag
27020;5122;CPEC;Tag
27019;5122;CPEC;Tag
29610;5122;"CPEC
CCES";Tag
18822;5122;CPEC;Tag
26799;5122;CPEC;Tag
27901;5122;CPEC;Tag
18657;5122;CPEC;Tag
26426;5122;CPEC;Tag
28039;5122;CPEC;Tag
18466;5122;CPEC;Tag
18469;5122;CPEC;Tag
28220;5122;CPEC;Tag
28046;5122;CPEC;Tag
28543;5122;"CPEC
CCES";Tag
29611;5122;CPEC;Tag
20972;5122;CPEC;Tag
18091;5122;CPEC;Tag
25322;5122;CPEC;Tag
27533;5122;CPEC;Tag
30210;5122;CPEC;Tag
30204;5122;CPEC;Tag
25540;5122;CPEC;Tag
30201;5122;CPEC;Tag
25541;5122;CPEC;Tag
20378;5122;CPEC;Tag
27359;5122;CPEC;Tag
20595;5122;CPEC;Tag
27693;5122;CPEC;Tag
30059;5122;CPEC;Tag
30060;5122;CPEC;Tag
18088;5122;CPEC;Tag
27207;5122;CPEC;Tag
19753;5122;CPEC;Tag
19750;5122;CPEC;Tag
29776;5122;CPEC;Tag
29778;5122;CPEC;Tag
8767;5134;EPCI;Tag
6609;5134;EPCI;Tag
6613;5134;Limesy;Tag
33137;5134;CCCA;Tag
33136;5134;CCCA;Tag
33135;5134;CCCA;Tag
33131;5134;Barentin;Tag
305;5134;Emanville;Tag
8736;5134;EPCI;Tag
33169;5134;CCCA;Tag
33132;5134;Barentin;Tag
33133;5134;Barentin;Tag
33168;5134;CCCA;Tag
33134;5134;Barentin et CCCA;Tag
8600;5134;EPCI;Tag
8719;5134;EPCI;Tag
1372;5134;Sainte Austreberthe;Tag
33130;5134;Pavilly;Tag
33123;5134;Limésy;Tag
33127;5134;Pavilly et CCCA;Tag
33108;5134;Pavilly;Tag
33107;5134;Pavilly;Tag
33106;5134;Pavilly;Tag
33104;5134;CCCA;Tag
33103;5134;Barentin;Tag
33102;5134;Barentin ;Tag
33101;5134;"Promoteur privé + bailleur social
";Texte
33109;5134;Pavilly;Tag
33100;5134;"Bailleur ANANAS (promoteur régional du Groupe Citizen) ; Logéal Immobilier (logement social)
";Texte
33098;5134;CCCA;Tag
33097;5134;Barentin;Tag
33096;5134;Barentin;Tag
33093;5134;CCCA;Tag
33092;5134;Pavilly;Tag
33091;5134;Limésy;Tag
3170;5134;EPCI;Tag
33099;5134;Commune de Barentin, EPFN (co-MO bâtiments);Tag
5709;5134;EPCI;Tag
33110;5134;Barentin;Tag
5837;5134;EPCI;Tag
33126;5134;Pavilly;Tag
33125;5134;Pavilly;Tag
6132;5134;Limesy;Tag
33124;5134;Pavilly;Tag
33090;5134;Limésy;Tag
33122;5134;CCCA;Tag
33120;5134;Barentin;Tag
33116;5134;CCCA;Tag
34076;5134;CCCA;Tag
5984;5134;EPCI;Tag
5980;5134;Limesy;Tag
33115;5134;Barentin;Tag
33114;5134;CCCA;Tag
33113;5134;Pavilly;Tag
33112;5134;Pavilly;Tag
33111;5134;Limésy;Tag
34077;5134;CCCA;Tag
33129;5134;Pavilly;Tag
33094;5134;CCCA;Tag
29960;5134;Département;Tag
11614;5134;EPCI;Tag
26388;5134;Barentin;Tag
26585;5134;Barentin;Tag
21396;5134;"CCCA: Chef de file en collaboration avec les partenaires : communes, Régions, Conseil Départemental, partenaires associatifs …
";Texte
26722;5134;EPCI;Tag
26726;5134;Bouville;Tag
27039;5134;EPCI;Tag
27045;5134;Bouville;Tag
27150;5134;EPCI;Tag
27152;5134;Bouville;Tag
27642;5134;Métropole Rouen Normandie/Caux Austreberthe;Tag
19898;5134;Limesy;Tag
19698;5134;Limesy;Tag
19694;5134;Emanville;Tag
26385;5134;EPCI;Tag
19492;5134;Emanville;Tag
19286;5134;Bouville;Tag
18967;5134;Bouville;Tag
18787;5134;Bouville;Tag
27847;5134;EPCI;Tag
18567;5134;Bouville;Tag
18566;5134;Blacqueville;Tag
18537;5134;"Chef de file : les communes (ou CCCA pour le pilotage des études)
";Texte
28131;5134;"Région Normandie : Chef de file en tant qu’AOM Régionale.
CCCA : Lobbying auprès de la Région (en lien avec la MRN)
";Texte
28132;5134;CCCA : Chef de file, Pilotage et financement de l’étude (financement multi partenarial à initier), en lien avec les communes, la Région, Gares et connexion, le Département. Organisation d’une concertation citoyenne.;Texte
28133;5134;"Chef de file : Région Normandie en tant qu’AOM régionale, en collaboration avec la CCCA et MRN
";Texte
18406;5134;Goupillères;Tag
18405;5134;Bouville;Tag
18404;5134;Blacqueville;Tag
19491;5134;Emanville;Tag
22074;5134;CCCA : Chef de file (AOM) mais l’organisation déléguée à un prestataire / association …ou réalisée de manière conjointe.;Texte
26166;5134;EPCI;Tag
22193;5134;Pavilly;Tag
23637;5134;Sainte Austreberthe;Tag
23640;5134;EPCI;Tag
23795;5134;Sainte Austreberthe;Tag
23796;5134;EPCI;Tag
23984;5134;EPCI;Tag
23985;5134;EPCI;Tag
24168;5134;EPCI;Tag
24172;5134;EPCI;Tag
24357;5134;EPCI;Tag
22835;5134;Sainte Austreberthe;Tag
24562;5134;EPCI;Tag
24563;5134;EPCI;Tag
22833;5134;Pavilly;Tag
24744;5134;EPCI;Tag
24960;5134;EPCI;Tag
25121;5134;EPCI;Tag
25123;5134;EPCI;Tag
25246;5134;EPCI;Tag
22495;5134;"Chef de file : porteurs de projet privés, publics ou associatifs 
Rôle CCCA : un rôle de promotion / accompagnement (technique et/ou financier)";Texte
25438;5134;EPCI;Tag
25440;5134;EPCI;Tag
25605;5134;EPCI;Tag
22344;5134;CCCA : Chef de file en collaboration avec les Entreprises de la ZA Mesnil Roux de Barentin;Texte
25767;5134;EPCI;Tag
25770;5134;Barentin;Tag
25773;5134;SBVAS, Cerema;Tag
22321;5134;Pavilly;Tag
22217;5134;"CCCA : chef de file pour le Conseil en mobilité auprès des entreprises (promotion / animation / …)
";Texte
25979;5134;Barentin;Tag
18402;5134;Blacqueville;Tag
11612;5134;EPCI;Tag
28439;5134;EPCI;Tag
18320;5134;"CCCA : pilote et financeur (ou via un groupement de commande avec participation financière des communes)
";Texte
15692;5134;EPCI;Tag
15538;5134;EPCI;Tag
15068;5134;EPCI;Tag
15066;5134;EPCI;Tag
14913;5134;EPCI;Tag
31612;5134;"Région Normandie : Chef de file, en tant qu’AOM régionale. 
CCCA : Lobbying auprès de la Région Normandie en lien avec les autres AOM locales traversées par la ligne 526
";Texte
31613;5134;CCCA : Pilote pour la réalisation de l’étude (à réaliser avec les communes, le Département… en tant que gestionnaire de voirie). ;Texte
14738;5134;EPCI;Tag
14020;5134;EPCI;Tag
13848;5134;Goupillères;Tag
13354;5134;EPCI;Tag
13350;5134;"EPCI 
Région
CCI";Tag
13079;5134;EPCI;Tag
31365;5134;Bouville;Tag
13072;5134;EPCI;Tag
12466;5134;EPCI;Tag
12345;5134;EPCI;Tag
12343;5134;SDE 76;Tag
12337;5134;EPCI;Tag
12332;5134;EPCI;Tag
12111;5134;Barentin;Tag
12110;5134;EPCI;Tag
12108;5134;EPCI;Tag
11942;5134;EPCI;Tag
11934;5134;EPCI;Tag
11762;5134;EPCI;Tag
11761;5134;EPCI;Tag
11760;5134;EPCI;Tag
12468;5134;EPCI;Tag
15865;5134;EPCI;Tag
16060;5134;EPCI;Tag
16208;5134;Barentin;Tag
18224;5134;Limesy;Tag
28579;5134;EPCI;Tag
18222;5134;Limesy;Tag
18220;5134;Barentin;Tag
29017;5134;Métropole Rouen Normandie/Caux Austreberthe;Tag
29056;5134;CCCA;Tag
29199;5134;CCCA;Tag
18128;5134;CCCA : Chef de file (AOM loc.).;Texte
29452;5134;"Région Normandie : Chef de file en tant qu’AOM Régionale
CCCA : Lobbying auprès de la Région";Texte
29527;5134;Département;Tag
29572;5134;Limésy;Tag
18127;5134;"Chef de file : Commune et Département en tant que gestionnaire de voirie, CCCA sur les zones d’activités ou privées selon les parcelles
CCCA : Partenaire technique et financier pour l’étude de définition notamment
";Texte
18040;5134;Barentin;Tag
18039;5134;Barentin;Tag
17997;5134;"CD76 et Communes : Chefs de file selon la domanialité de la voirie pour les aménagements. La CCCA peut avoir une action globale de communication et porter une étude sur les rues scolaires
CCCA : Partenaire technique financier (communication, étude…).
";Texte
17912;5134;Barentin;Tag
17871;5134;"CCCA : Chef de file (AOM locale) en partenariat avec les communes pour les arrêts notamment
";Texte
17870;5134;"CCCA : Chef de file
Associations vélos : Organisatrices des stages d’apprentissage.
";Texte
30148;5134;Blacqueville;Tag
17869;5134;CCCA : Chef de file en tant qu’AOM locale (en lien avec les communes pour l’installation);Texte
17868;5134;"CCCA : Chef de file (AOM locale).
Communes : Partenaires techniques.";Texte
30350;5134;Blacqueville;Tag
16924;5134;Barentin;Tag
16789;5134;Barentin;Tag
30819;5134;Blacqueville;Tag
16553;5134;Barentin;Tag
16550;5134;Barentin;Tag
31187;5134;Bouville;Tag
16401;5134;Barentin;Tag
18322;5134;"CCCA : Chef de file (AOM loc.).
Vélociste / association : gestion / entretien quotidienne
";Texte
8;5134;Bouville;Tag
